gene_stable_id	transcript_stable_id	protein_stable_id	xref	xref_pos	db_name	transcript_stable_version	xref_version
ENSG00000105204	ENST00000597639	ENSP00000472941	Q9Y463	111-431	Uniprot/SPTREMBL	ENST00000597639.5	Q9Y463.205
ENSG00000105204	ENST00000600611	ENSP00000471609	M0R131	111-172	Uniprot/SPTREMBL	ENST00000600611.5	M0R131.64
ENSG00000105221	ENST00000392038	ENSP00000375892	P31751-1	152-409	Uniprot/SWISSPROT	ENST00000392038.7	P31751.228
ENSG00000105221	ENST00000441941	ENSP00000396968	C9JHS6	152-184	Uniprot/SPTREMBL	ENST00000441941.6	C9JHS6.94
ENSG00000105221	ENST00000476247	ENSP00000463368	J3QL45	1-78	Uniprot/SPTREMBL	ENST00000476247.6	J3QL45.61
ENSG00000105221	ENST00000578615	ENSP00000463262	J3QKW1	134-369	Uniprot/SPTREMBL	ENST00000578615.6	J3QKW1.58
ENSG00000105221	ENST00000579047	ENSP00000471369	M0R0P9	90-347	Uniprot/SPTREMBL	ENST00000579047.5	M0R0P9.73
ENSG00000105221	ENST00000601166	ENSP00000472371	M0R275	63-129	Uniprot/SPTREMBL	ENST00000601166.5	M0R275.55
ENSG00000105287	ENST00000291281	ENSP00000291281	Q9BZL6-1	551-807	Uniprot/SWISSPROT	ENST00000291281.9	Q9BZL6.214
ENSG00000105287	ENST00000433867	ENSP00000393978	Q9BZL6-1	551-807	Uniprot/SWISSPROT	ENST00000433867.5	Q9BZL6.214
ENSG00000105287	ENST00000597390	ENSP00000472913	M0R2Z8	26-153	Uniprot/SPTREMBL	ENST00000597390.5	M0R2Z8.52
ENSG00000105287	ENST00000600194	ENSP00000472744	Q9BZL6-2	551-807	Uniprot/SWISSPROT	ENST00000600194.5	Q9BZL6.214
ENSG00000105287	ENST00000601806	ENSP00000469106	Q9BZL6-2	551-807	Uniprot/SWISSPROT	ENST00000601806.5	Q9BZL6.214
ENSG00000105397	ENST00000524462	ENSP00000433203	E9PM19	404-690|712-991	Uniprot/SPTREMBL	ENST00000524462.5	E9PM19.81
ENSG00000105397	ENST00000525621	ENSP00000431885	P29597	589-875|897-1176	Uniprot/SWISSPROT	ENST00000525621.6	P29597.227
ENSG00000105397	ENST00000527481	ENSP00000466340	K7EM33	1-135	Uniprot/SPTREMBL	ENST00000527481.3	K7EM33.45
ENSG00000105397	ENST00000530560	ENSP00000465291	K7EJR6	40-142	Uniprot/SPTREMBL	ENST00000530560.5	K7EJR6.50
ENSG00000105613	ENST00000251472	ENSP00000251472	Q9Y2H9	374-647	Uniprot/SWISSPROT	ENST00000251472.9	Q9Y2H9.184
ENSG00000105613	ENST00000591495	ENSP00000466470	K7EME4	370-475	Uniprot/SPTREMBL	ENST00000591495.6	K7EME4.59
ENSG00000105639	ENST00000458235	ENSP00000391676	P52333-1	521-781|822-1111	Uniprot/SWISSPROT	ENST00000458235.7	P52333.228
ENSG00000105639	ENST00000527670	ENSP00000432511	P52333-1	521-781|822-1111	Uniprot/SWISSPROT	ENST00000527670.5	P52333.228
ENSG00000105639	ENST00000534444	ENSP00000436421	P52333-2	521-781|822-1111	Uniprot/SWISSPROT	ENST00000534444.1	P52333.228
ENSG00000105723	ENST00000222330	ENSP00000222330	P49840	119-403	Uniprot/SWISSPROT	ENST00000222330.8	P49840.210
ENSG00000105723	ENST00000398249	ENSP00000381301	A8MT37	37-321	Uniprot/SPTREMBL	ENST00000398249.8	A8MT37.89
ENSG00000105723	ENST00000453535	ENSP00000412663	P49840	119-403	Uniprot/SWISSPROT	ENST00000453535.1	P49840.210
ENSG00000105723	ENST00000676724	ENSP00000503290	A0A7I2V379	1-56	Uniprot/SPTREMBL	ENST00000676724.1	A0A7I2V379.5
ENSG00000105723	ENST00000676845	ENSP00000502933	A0A7I2V2J2	25-83	Uniprot/SPTREMBL	ENST00000676845.1	A0A7I2V2J2.5
ENSG00000105723	ENST00000677371	ENSP00000504045	A0A7I2V4Q6	1-106	Uniprot/SPTREMBL	ENST00000677371.1	A0A7I2V4Q6.5
ENSG00000105723	ENST00000677449	ENSP00000502978	A0A7I2V2P0	25-92	Uniprot/SPTREMBL	ENST00000677449.1	A0A7I2V2P0.5
ENSG00000105723	ENST00000677469	ENSP00000503106	A0A7I2YQA1	1-101	Uniprot/SPTREMBL	ENST00000677469.1	A0A7I2YQA1.5
ENSG00000105723	ENST00000678672	ENSP00000503834	A0A7I2V485	25-100	Uniprot/SPTREMBL	ENST00000678672.1	A0A7I2V485.5
ENSG00000105723	ENST00000678936	ENSP00000503761	A0A7I2YQJ1	1-84	Uniprot/SPTREMBL	ENST00000678936.1	A0A7I2YQJ1.5
ENSG00000105723	ENST00000679108	ENSP00000504711	A0A7I2V5Q2	1-123	Uniprot/SPTREMBL	ENST00000679108.1	A0A7I2V5Q2.5
ENSG00000105723	ENST00000679145	ENSP00000503627	A0A7I2V3W5	25-76	Uniprot/SPTREMBL	ENST00000679145.1	A0A7I2V3W5.5
ENSG00000105723	ENST00000679338	ENSP00000503010	A0A7I2V2P9	1-64	Uniprot/SPTREMBL	ENST00000679338.1	A0A7I2V2P9.5
ENSG00000105810	ENST00000265734	ENSP00000265734	Q00534	13-300	Uniprot/SWISSPROT	ENST00000265734.8	Q00534.227
ENSG00000105810	ENST00000424848	ENSP00000397087	Q00534	13-300	Uniprot/SWISSPROT	ENST00000424848.3	Q00534.227
ENSG00000105976	ENST00000318493	ENSP00000317272	P08581-2	1078-1345	Uniprot/SWISSPROT	ENST00000318493.11	P08581.266
ENSG00000105976	ENST00000397752	ENSP00000380860	P08581-1	1078-1345	Uniprot/SWISSPROT	ENST00000397752.8	P08581.266
ENSG00000106123	ENST00000411471	ENSP00000409061	J3KQU5	378-627	Uniprot/SPTREMBL	ENST00000411471.6	J3KQU5.76
ENSG00000106123	ENST00000422643	ENSP00000404786	F8WCM8	671-920	Uniprot/SPTREMBL	ENST00000422643.5	F8WCM8.87
ENSG00000106123	ENST00000619012	ENSP00000481994	F8WCM8	671-920	Uniprot/SPTREMBL	ENST00000619012.4	F8WCM8.87
ENSG00000106123	ENST00000652003	ENSP00000498670	F8WCM8	671-920	Uniprot/SPTREMBL	ENST00000652003.1	F8WCM8.87
ENSG00000106683	ENST00000336180	ENSP00000336740	P53667-1	339-604	Uniprot/SWISSPROT	ENST00000336180.7	P53667.221
ENSG00000106683	ENST00000418310	ENSP00000409717	E9PC47	369-634	Uniprot/SPTREMBL	ENST00000418310.5	E9PC47.85
ENSG00000106683	ENST00000538333	ENSP00000444452	P53667-4	339-604	Uniprot/SWISSPROT	ENST00000538333.3	P53667.221
ENSG00000106799	ENST00000374990	ENSP00000364129	P36897-3	205-495	Uniprot/SWISSPROT	ENST00000374990.6	P36897.236
ENSG00000106799	ENST00000374994	ENSP00000364133	P36897-1	205-495	Uniprot/SWISSPROT	ENST00000374994.9	P36897.236
ENSG00000106799	ENST00000549021	ENSP00000449028	F8VXZ5	59-114	Uniprot/SPTREMBL	ENST00000549021.6	F8VXZ5.75
ENSG00000106799	ENST00000549766	ENSP00000446685	F8W1R9	209-383	Uniprot/SPTREMBL	ENST00000549766.5	F8W1R9.76
ENSG00000106799	ENST00000550253	ENSP00000450052	B4DY26	136-426	Uniprot/SPTREMBL	ENST00000550253.1	B4DY26.119
ENSG00000106799	ENST00000552516	ENSP00000447297	P36897-2	205-495	Uniprot/SWISSPROT	ENST00000552516.5	P36897.236
ENSG00000107140	ENST00000336395	ENSP00000338127	Q15569	57-314	Uniprot/SWISSPROT	ENST00000336395.6	Q15569.199
ENSG00000107140	ENST00000620767	ENSP00000481045	Q15569	57-314	Uniprot/SWISSPROT	ENST00000620767.4	Q15569.199
ENSG00000107643	ENST00000374176	ENSP00000363291	P45983	26-321	Uniprot/SPTREMBL	ENST00000374176.8	P45983.229
ENSG00000107643	ENST00000374182	ENSP00000363297	P45983-2	26-321	Uniprot/SWISSPROT	ENST00000374182.7	P45983.229
ENSG00000107643	ENST00000374189	ENSP00000363304	P45983-1	26-321	Uniprot/SWISSPROT	ENST00000374189.6	P45983.229
ENSG00000107643	ENST00000395611	ENSP00000378974	P45983	26-321	Uniprot/SPTREMBL	ENST00000395611.7	P45983.229
ENSG00000107643	ENST00000426557	ENSP00000397729	C9J762	26-142	Uniprot/SPTREMBL	ENST00000426557.5	C9J762.92
ENSG00000107643	ENST00000432379	ENSP00000387936	C9J762	26-142	Uniprot/SPTREMBL	ENST00000432379.5	C9J762.92
ENSG00000107643	ENST00000476134	ENSP00000496965	A0A3B3IRW7	26-169	Uniprot/SPTREMBL	ENST00000476134.1	A0A3B3IRW7.16
ENSG00000107779	ENST00000372037	ENSP00000361107	P36894	234-525	Uniprot/SWISSPROT	ENST00000372037.8	P36894.240
ENSG00000107779	ENST00000635816	ENSP00000489707	P36894	234-525	Uniprot/SWISSPROT	ENST00000635816.1	P36894.240
ENSG00000107779	ENST00000636056	ENSP00000490273	P36894	234-525	Uniprot/SWISSPROT	ENST00000636056.1	P36894.240
ENSG00000107779	ENST00000638429	ENSP00000492290	P36894	234-525	Uniprot/SWISSPROT	ENST00000638429.1	P36894.240
ENSG00000107968	ENST00000263056	ENSP00000263056	P41279-1	138-388	Uniprot/SWISSPROT	ENST00000263056.6	P41279.204
ENSG00000107968	ENST00000375321	ENSP00000364470	P41279-1	138-388	Uniprot/SWISSPROT	ENST00000375321.1	P41279.204
ENSG00000107968	ENST00000413724	ENSP00000391275	Q5T853	138-223	Uniprot/SPTREMBL	ENST00000413724.5	Q5T853.109
ENSG00000107968	ENST00000415139	ENSP00000409653	Q5T857	138-255	Uniprot/SPTREMBL	ENST00000415139.5	Q5T857.110
ENSG00000107968	ENST00000542547	ENSP00000443610	P41279-1	138-388	Uniprot/SWISSPROT	ENST00000542547.5	P41279.204
ENSG00000108443	ENST00000225577	ENSP00000225577	P23443-1	91-352	Uniprot/SWISSPROT	ENST00000225577.9	P23443.220
ENSG00000108443	ENST00000393021	ENSP00000376744	P23443-3	91-352	Uniprot/SWISSPROT	ENST00000393021.7	P23443.220
ENSG00000108443	ENST00000406116	ENSP00000384335	P23443-4	91-352	Uniprot/SWISSPROT	ENST00000406116.7	P23443.220
ENSG00000108443	ENST00000472940	ENSP00000468058	K7ER06	91-140	Uniprot/SPTREMBL	ENST00000472940.5	K7ER06.55
ENSG00000108984	ENST00000588110	ENSP00000464916	K7EIW3	56-128	Uniprot/SPTREMBL	ENST00000588110.5	K7EIW3.54
ENSG00000108984	ENST00000589295	ENSP00000466143	K7ELM6	1-84	Uniprot/SPTREMBL	ENST00000589295.5	K7ELM6.55
ENSG00000108984	ENST00000589647	ENSP00000467213	P52564	53-314	Uniprot/SPTREMBL	ENST00000589647.5	P52564.209
ENSG00000108984	ENST00000590474	ENSP00000468348	P52564-1	53-314	Uniprot/SWISSPROT	ENST00000590474.7	P52564.209
ENSG00000108984	ENST00000613873	ENSP00000477701	P52564	53-314	Uniprot/SPTREMBL	ENST00000613873.4	P52564.209
ENSG00000109339	ENST00000310816	ENSP00000309857	A8MPV1	64-124	Uniprot/SPTREMBL	ENST00000310816.8	A8MPV1.89
ENSG00000109339	ENST00000359221	ENSP00000352157	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000359221.8	D6RJF9.78
ENSG00000109339	ENST00000361569	ENSP00000355297	A0A286YEX7	64-359	Uniprot/SPTREMBL	ENST00000361569.8	A0A286YEX7.26
ENSG00000109339	ENST00000395157	ENSP00000378586	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000395157.9	P53779.227
ENSG00000109339	ENST00000395160	ENSP00000378589	A0A1P0B7D2	64-359	Uniprot/SPTREMBL	ENST00000395160.9	A0A1P0B7D2.36
ENSG00000109339	ENST00000395166	ENSP00000378595	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000395166.6	P53779.227
ENSG00000109339	ENST00000395169	ENSP00000378598	A0A1P0B7D2	64-359	Uniprot/SPTREMBL	ENST00000395169.9	A0A1P0B7D2.36
ENSG00000109339	ENST00000449047	ENSP00000414469	F8W9R5	64-359	Uniprot/SPTREMBL	ENST00000449047.8	F8W9R5.11
ENSG00000109339	ENST00000472236	ENSP00000491686	A0A1W2PPZ3	1-67	Uniprot/SPTREMBL	ENST00000472236.5	A0A1W2PPZ3.21
ENSG00000109339	ENST00000479377	ENSP00000492213	A0A1W2PRF2	1-178	Uniprot/SPTREMBL	ENST00000479377.6	A0A1W2PRF2.21
ENSG00000109339	ENST00000511167	ENSP00000422277	D6RCB1	64-245	Uniprot/SPTREMBL	ENST00000511167.6	D6RCB1.74
ENSG00000109339	ENST00000511328	ENSP00000421762	D6RAJ0	64-117	Uniprot/SPTREMBL	ENST00000511328.5	D6RAJ0.70
ENSG00000109339	ENST00000512017	ENSP00000424755	D6RAU3	26-92	Uniprot/SPTREMBL	ENST00000512017.7	D6RAU3.71
ENSG00000109339	ENST00000512564	ENSP00000422985	D6R9C1	26-158	Uniprot/SPTREMBL	ENST00000512564.6	D6R9C1.70
ENSG00000109339	ENST00000512689	ENSP00000425654	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000512689.6	D6RJF9.78
ENSG00000109339	ENST00000515400	ENSP00000424154	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000515400.3	P53779.227
ENSG00000109339	ENST00000515650	ENSP00000492204	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000515650.2	P53779.227
ENSG00000109339	ENST00000638225	ENSP00000491866	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000638225.1	P53779.227
ENSG00000109339	ENST00000638313	ENSP00000492292	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000638313.1	P53779.227
ENSG00000109339	ENST00000638499	ENSP00000491626	A0A1W2PPW1	26-86	Uniprot/SPTREMBL	ENST00000638499.1	A0A1W2PPW1.23
ENSG00000109339	ENST00000639175	ENSP00000491160	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000639175.1	P53779.227
ENSG00000109339	ENST00000639234	ENSP00000491306	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000639234.1	P53779.227
ENSG00000109339	ENST00000639242	ENSP00000491089	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000639242.1	P53779.227
ENSG00000109339	ENST00000639972	ENSP00000492809	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000639972.2	D6RJF9.78
ENSG00000109339	ENST00000640490	ENSP00000492484	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000640490.1	D6RJF9.78
ENSG00000109339	ENST00000640858	ENSP00000491122	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000640858.1	P53779.227
ENSG00000109339	ENST00000640970	ENSP00000492231	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000640970.1	P53779.227
ENSG00000109339	ENST00000641010	ENSP00000493178	A0A286YF62	64-359	Uniprot/SPTREMBL	ENST00000641010.1	A0A286YF62.24
ENSG00000109339	ENST00000641020	ENSP00000493377	A0A286YFB6	1-300	Uniprot/SPTREMBL	ENST00000641020.1	A0A286YFB6.23
ENSG00000109339	ENST00000641047	ENSP00000493455	A0A286YF02	1-245	Uniprot/SPTREMBL	ENST00000641047.1	A0A286YF02.23
ENSG00000109339	ENST00000641050	ENSP00000493270	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000641050.1	P53779.227
ENSG00000109339	ENST00000641051	ENSP00000493275	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641051.1	P53779.227
ENSG00000109339	ENST00000641052	ENSP00000493407	A0A286YFM6	26-321	Uniprot/SPTREMBL	ENST00000641052.1	A0A286YFM6.23
ENSG00000109339	ENST00000641066	ENSP00000493072	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641066.1	P53779.227
ENSG00000109339	ENST00000641072	ENSP00000493080	A0A286YFC0	64-359	Uniprot/SPTREMBL	ENST00000641072.1	A0A286YFC0.23
ENSG00000109339	ENST00000641102	ENSP00000493048	A0A286YEW9	64-359	Uniprot/SPTREMBL	ENST00000641102.1	A0A286YEW9.24
ENSG00000109339	ENST00000641110	ENSP00000493163	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641110.1	P53779.227
ENSG00000109339	ENST00000641120	ENSP00000493259	A0A286YEQ0	26-321	Uniprot/SPTREMBL	ENST00000641120.1	A0A286YEQ0.27
ENSG00000109339	ENST00000641157	ENSP00000493363	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641157.1	P53779.227
ENSG00000109339	ENST00000641166	ENSP00000493350	A0A286YFD7	26-321	Uniprot/SPTREMBL	ENST00000641166.1	A0A286YFD7.27
ENSG00000109339	ENST00000641170	ENSP00000493237	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000641170.1	P53779.227
ENSG00000109339	ENST00000641207	ENSP00000493450	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641207.1	P53779.227
ENSG00000109339	ENST00000641208	ENSP00000492922	A0A286YEQ0	26-321	Uniprot/SPTREMBL	ENST00000641208.1	A0A286YEQ0.27
ENSG00000109339	ENST00000641217	ENSP00000493313	A0A286YES0	1-245	Uniprot/SPTREMBL	ENST00000641217.1	A0A286YES0.25
ENSG00000109339	ENST00000641237	ENSP00000493215	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000641237.1	D6RJF9.78
ENSG00000109339	ENST00000641265	ENSP00000493306	A0A286YF83	26-300	Uniprot/SPTREMBL	ENST00000641265.1	A0A286YF83.19
ENSG00000109339	ENST00000641274	ENSP00000492929	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000641274.1	P53779.227
ENSG00000109339	ENST00000641283	ENSP00000493444	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641283.1	P53779.227
ENSG00000109339	ENST00000641287	ENSP00000493100	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641287.1	P53779.227
ENSG00000109339	ENST00000641297	ENSP00000493092	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641297.1	P53779.227
ENSG00000109339	ENST00000641313	ENSP00000493204	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000641313.1	D6RJF9.78
ENSG00000109339	ENST00000641317	ENSP00000493336	A0A1W2PPW1	26-86	Uniprot/SPTREMBL	ENST00000641317.1	A0A1W2PPW1.23
ENSG00000109339	ENST00000641324	ENSP00000492888	A0A286YEN5	26-321	Uniprot/SPTREMBL	ENST00000641324.1	A0A286YEN5.24
ENSG00000109339	ENST00000641341	ENSP00000493290	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641341.1	P53779.227
ENSG00000109339	ENST00000641379	ENSP00000492996	A8MPV1	64-124	Uniprot/SPTREMBL	ENST00000641379.1	A8MPV1.89
ENSG00000109339	ENST00000641384	ENSP00000492898	A0A286YEQ7	26-297	Uniprot/SPTREMBL	ENST00000641384.1	A0A286YEQ7.24
ENSG00000109339	ENST00000641391	ENSP00000493008	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641391.1	P53779.227
ENSG00000109339	ENST00000641405	ENSP00000493009	A0A286YEX7	64-359	Uniprot/SPTREMBL	ENST00000641405.1	A0A286YEX7.26
ENSG00000109339	ENST00000641410	ENSP00000493208	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000641410.1	P53779.227
ENSG00000109339	ENST00000641430	ENSP00000492972	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000641430.1	D6RJF9.78
ENSG00000109339	ENST00000641459	ENSP00000493360	A0A286YFA6	67-362	Uniprot/SPTREMBL	ENST00000641459.1	A0A286YFA6.24
ENSG00000109339	ENST00000641462	ENSP00000493435	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641462.2	P53779.227
ENSG00000109339	ENST00000641485	ENSP00000493378	A0A286YFJ6	64-359	Uniprot/SPTREMBL	ENST00000641485.1	A0A286YFJ6.24
ENSG00000109339	ENST00000641493	ENSP00000493094	A0A286YEX7	64-359	Uniprot/SPTREMBL	ENST00000641493.1	A0A286YEX7.26
ENSG00000109339	ENST00000641537	ENSP00000493329	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000641537.1	D6RJF9.78
ENSG00000109339	ENST00000641553	ENSP00000492913	A0A286YF97	64-359	Uniprot/SPTREMBL	ENST00000641553.1	A0A286YF97.30
ENSG00000109339	ENST00000641555	ENSP00000493395	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000641555.1	D6RJF9.78
ENSG00000109339	ENST00000641607	ENSP00000492920	A0A286YES0	1-245	Uniprot/SPTREMBL	ENST00000641607.1	A0A286YES0.25
ENSG00000109339	ENST00000641629	ENSP00000493165	A0A286YF95	26-94	Uniprot/SPTREMBL	ENST00000641629.1	A0A286YF95.21
ENSG00000109339	ENST00000641647	ENSP00000493375	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641647.1	P53779.227
ENSG00000109339	ENST00000641657	ENSP00000493105	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641657.1	P53779.227
ENSG00000109339	ENST00000641677	ENSP00000493368	A0A286YFJ4	67-362	Uniprot/SPTREMBL	ENST00000641677.1	A0A286YFJ4.23
ENSG00000109339	ENST00000641718	ENSP00000493344	A0A286YF97	64-359	Uniprot/SPTREMBL	ENST00000641718.1	A0A286YF97.30
ENSG00000109339	ENST00000641724	ENSP00000493038	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641724.1	P53779.227
ENSG00000109339	ENST00000641737	ENSP00000493177	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641737.1	P53779.227
ENSG00000109339	ENST00000641762	ENSP00000492926	A0A286YEX7	64-359	Uniprot/SPTREMBL	ENST00000641762.1	A0A286YEX7.26
ENSG00000109339	ENST00000641767	ENSP00000493309	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000641767.1	D6RJF9.78
ENSG00000109339	ENST00000641803	ENSP00000493049	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641803.1	P53779.227
ENSG00000109339	ENST00000641823	ENSP00000493408	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641823.1	P53779.227
ENSG00000109339	ENST00000641826	ENSP00000493294	A0A286YFK3	26-119	Uniprot/SPTREMBL	ENST00000641826.1	A0A286YFK3.21
ENSG00000109339	ENST00000641831	ENSP00000492886	A0A286YF97	64-359	Uniprot/SPTREMBL	ENST00000641831.1	A0A286YF97.30
ENSG00000109339	ENST00000641854	ENSP00000493030	A0A1W2PPW1	26-86	Uniprot/SPTREMBL	ENST00000641854.1	A0A1W2PPW1.23
ENSG00000109339	ENST00000641862	ENSP00000493396	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000641862.1	P53779.227
ENSG00000109339	ENST00000641864	ENSP00000493451	A0A286YFI3	26-321	Uniprot/SPTREMBL	ENST00000641864.1	A0A286YFI3.24
ENSG00000109339	ENST00000641873	ENSP00000492967	A0A286YEV3	64-346	Uniprot/SPTREMBL	ENST00000641873.1	A0A286YEV3.23
ENSG00000109339	ENST00000641881	ENSP00000492912	A0A286YEV8	1-204	Uniprot/SPTREMBL	ENST00000641881.1	A0A286YEV8.22
ENSG00000109339	ENST00000641902	ENSP00000492903	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641902.1	P53779.227
ENSG00000109339	ENST00000641903	ENSP00000492988	A0A286YES9	26-321	Uniprot/SPTREMBL	ENST00000641903.1	A0A286YES9.24
ENSG00000109339	ENST00000641911	ENSP00000493374	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641911.1	P53779.227
ENSG00000109339	ENST00000641917	ENSP00000493051	A0A286YF35	64-359	Uniprot/SPTREMBL	ENST00000641917.1	A0A286YF35.19
ENSG00000109339	ENST00000641943	ENSP00000492941	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000641943.1	P53779.227
ENSG00000109339	ENST00000641952	ENSP00000493013	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641952.1	P53779.227
ENSG00000109339	ENST00000641954	ENSP00000493310	A0A286YF85	64-359	Uniprot/SPTREMBL	ENST00000641954.1	A0A286YF85.23
ENSG00000109339	ENST00000641983	ENSP00000493045	P53779-1	64-359	Uniprot/SWISSPROT	ENST00000641983.1	P53779.227
ENSG00000109339	ENST00000641989	ENSP00000493206	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000641989.1	D6RJF9.78
ENSG00000109339	ENST00000641997	ENSP00000493064	A0A286YEY0	64-338	Uniprot/SPTREMBL	ENST00000641997.1	A0A286YEY0.19
ENSG00000109339	ENST00000642006	ENSP00000493199	A0A286YF02	1-245	Uniprot/SPTREMBL	ENST00000642006.1	A0A286YF02.23
ENSG00000109339	ENST00000642009	ENSP00000493168	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000642009.1	P53779.227
ENSG00000109339	ENST00000642013	ENSP00000492904	A0A286YF19	64-359	Uniprot/SPTREMBL	ENST00000642013.1	A0A286YF19.23
ENSG00000109339	ENST00000642015	ENSP00000493040	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000642015.1	P53779.227
ENSG00000109339	ENST00000642019	ENSP00000493239	A0A286YFE2	1-208	Uniprot/SPTREMBL	ENST00000642019.1	A0A286YFE2.22
ENSG00000109339	ENST00000642023	ENSP00000493447	A0A286YFN2	26-297	Uniprot/SPTREMBL	ENST00000642023.1	A0A286YFN2.23
ENSG00000109339	ENST00000642032	ENSP00000493373	D6RJF9	26-321	Uniprot/SPTREMBL	ENST00000642032.1	D6RJF9.78
ENSG00000109339	ENST00000642035	ENSP00000493176	A8MPV1	64-124	Uniprot/SPTREMBL	ENST00000642035.1	A8MPV1.89
ENSG00000109339	ENST00000642038	ENSP00000492942	P53779-2	64-359	Uniprot/SWISSPROT	ENST00000642038.1	P53779.227
ENSG00000109339	ENST00000642103	ENSP00000493001	P53779-3	64-359	Uniprot/SWISSPROT	ENST00000642103.1	P53779.227
ENSG00000110422	ENST00000303296	ENSP00000304226	Q9H422-1	197-525	Uniprot/SWISSPROT	ENST00000303296.9	Q9H422.175
ENSG00000110422	ENST00000379016	ENSP00000368301	Q9H422-2	197-525	Uniprot/SWISSPROT	ENST00000379016.7	Q9H422.175
ENSG00000110422	ENST00000456517	ENSP00000398241	Q9H422-2	197-525	Uniprot/SWISSPROT	ENST00000456517.2	Q9H422.175
ENSG00000110422	ENST00000525975	ENSP00000431710	Q9H422-2	197-525	Uniprot/SWISSPROT	ENST00000525975.5	Q9H422.175
ENSG00000110931	ENST00000324774	ENSP00000312741	Q96RR4-1	165-446	Uniprot/SWISSPROT	ENST00000324774.9	Q96RR4.184
ENSG00000110931	ENST00000337174	ENSP00000336634	Q96RR4-3	165-446	Uniprot/SWISSPROT	ENST00000337174.7	Q96RR4.184
ENSG00000110931	ENST00000347034	ENSP00000321230	Q96RR4	165-446	Uniprot/SPTREMBL	ENST00000347034.6	Q96RR4.184
ENSG00000110931	ENST00000392473	ENSP00000376265	Q96RR4-2	165-446	Uniprot/SWISSPROT	ENST00000392473.2	Q96RR4.184
ENSG00000110931	ENST00000392474	ENSP00000376266	Q96RR4-7	165-446	Uniprot/SWISSPROT	ENST00000392474.6	Q96RR4.184
ENSG00000110931	ENST00000402834	ENSP00000384591	Q96RR4-1	165-446	Uniprot/SWISSPROT	ENST00000402834.8	Q96RR4.184
ENSG00000110931	ENST00000404169	ENSP00000384600	Q96RR4-1	165-446	Uniprot/SWISSPROT	ENST00000404169.8	Q96RR4.184
ENSG00000110931	ENST00000412367	ENSP00000388368	Q96RR4-3	165-446	Uniprot/SWISSPROT	ENST00000412367.6	Q96RR4.184
ENSG00000110931	ENST00000538733	ENSP00000445944	Q96RR4	165-446	Uniprot/SPTREMBL	ENST00000538733.5	Q96RR4.184
ENSG00000110931	ENST00000545538	ENSP00000441352	F5GZ00	1-233	Uniprot/SPTREMBL	ENST00000545538.5	F5GZ00.75
